drug_S	action	drug_T	cyps
ketoconazole	enhances	quetiapine	3A457
ketoconazole	enhances	quinidine	3A457
ketoconazole	enhances	quinine	3A457
ketoconazole	enhances	regorafenib	3A457
ketoconazole	enhances	ribociclib	3A457
ketoconazole	enhances	rilpivirine	3A457
ketoconazole	enhances	risperidone	3A457
ketoconazole	enhances	ritonavir	3A457
ketoconazole	enhances	rivaroxaban	3A457
ketoconazole	enhances	roflumilast	3A457
ketoconazole	enhances	rolapitant	3A457
ketoconazole	enhances	romidepsin	3A457
ketoconazole	enhances	rucaparib	3A457
ketoconazole	enhances	ruxolitinib	3A457
ketoconazole	enhances	salmeterol	3A457
ketoconazole	enhances	saquinavir	3A457
ketoconazole	enhances	selexipag	3A457
ketoconazole	enhances	sildenafil	3A457
ketoconazole	enhances	simeprevir	3A457
ketoconazole	enhances	simvastatin	3A457
ketoconazole	enhances	sirolimus	3A457
ketoconazole	enhances	sonidegib	3A457
ketoconazole	enhances	sorafenib	3A457
ketoconazole	enhances	sunitinib	3A457
ketoconazole	enhances	suvorexant	2C19,3A457
ketoconazole	enhances	tacrolimus	3A457
ketoconazole	enhances	tadalafil	3A457
ketoconazole	enhances	tamoxifen	3A457
ketoconazole	enhances	tasimelteon	3A457
ketoconazole	enhances	telaprevir	3A457
ketoconazole	enhances	telithromycin	3A457
ketoconazole	enhances	temsirolimus	3A457
ketoconazole	enhances	teniposide	2C19
ketoconazole	enhances	terfenadine	3A457
ketoconazole	enhances	testosterone	3A457
ketoconazole	enhances	ticagrelor	3A457
ketoconazole	enhances	tofacitinib	2C19,3A457
ketoconazole	enhances	tolvaptan	3A457
ketoconazole	enhances	tramadol	3A457
ketoconazole	enhances	trazodone	3A457
ketoconazole	enhances	triazolam	3A457
ketoconazole	enhances	valbenazine	3A457
ketoconazole	enhances	vandetanib	3A457
ketoconazole	enhances	vardenafil	3A457
ketoconazole	enhances	velpatasvir	3A457
ketoconazole	enhances	vemurafenib	3A457
ketoconazole	enhances	venetoclax	3A457
ketoconazole	enhances	venlafaxine	2C19,3A457
ketoconazole	enhances	verapamil	3A457
ketoconazole	enhances	vilazodone	2C19,3A457
ketoconazole	enhances	vincristine	3A457
ketoconazole	enhances	vorapaxar	3A457
ketoconazole	enhances	voriconazole	2C19,3A457
ketoconazole	enhances	warfarin	2C19
ketoconazole	enhances	zaleplon	3A457
ketoconazole	enhances	ziprasidone	3A457
ketoconazole	enhances	zolpidem	3A457
lansoprazole	enhances	amitriptyline	2C19
lansoprazole	enhances	atomoxetine	2C19
lansoprazole	enhances	brivaracetam	2C19
lansoprazole	enhances	carisoprodol	2C19
lansoprazole	enhances	chloramphenicol	2C19
lansoprazole	enhances	citalopram	2C19
lansoprazole	enhances	clobazam	2C19
lansoprazole	enhances	clomipramine	2C19
lansoprazole	enhances	clopidogrel	2C19
lansoprazole	enhances	cyclophosphamide	2C19
lansoprazole	enhances	diazepam	2C19
lansoprazole	enhances	doxepin	2C19
lansoprazole	enhances	escitalopram	2C19
lansoprazole	enhances	esomeprazole	2C19
lansoprazole	enhances	flibanserin	2C19
lansoprazole	enhances	hexobarbital	2C19
lansoprazole	enhances	imipramine	2C19
lansoprazole	enhances	indometacin	2C19
lansoprazole	enhances	labetalol	2C19
lansoprazole	enhances	mephenytoin	2C19
lansoprazole	enhances	methylphenobarbital	2C19
lansoprazole	enhances	moclobemide	2C19
lansoprazole	enhances	nelfinavir	2C19
lansoprazole	enhances	nilutamide	2C19
lansoprazole	enhances	omeprazole	2C19
lansoprazole	enhances	ospemifene	2C19
lansoprazole	enhances	pantoprazole	2C19
lansoprazole	enhances	phenobarbital	2C19
lansoprazole	enhances	phenytoin	2C19
lansoprazole	enhances	pomalidomide	2C19
lansoprazole	enhances	primidone	2C19
lansoprazole	enhances	progesterone	2C19
lansoprazole	enhances	proguanil	2C19
lansoprazole	enhances	propranolol	2C19
lansoprazole	enhances	suvorexant	2C19
lansoprazole	enhances	teniposide	2C19
lansoprazole	enhances	tofacitinib	2C19
lansoprazole	enhances	venlafaxine	2C19
lansoprazole	enhances	vilazodone	2C19
lansoprazole	enhances	voriconazole	2C19
lansoprazole	enhances	warfarin	2C19
lapatinib	enhances	amodiaquine	2C8
lapatinib	enhances	cerivastatin	2C8
lapatinib	enhances	dabrafenib	2C8
lapatinib	enhances	enzalutamide	2C8
lapatinib	enhances	olodaterol	2C8
lapatinib	enhances	paclitaxel	2C8
lapatinib	enhances	ponatinib	2C8
lapatinib	enhances	repaglinide	2C8
lapatinib	enhances	selexipag	2C8
lapatinib	enhances	sorafenib	2C8
lapatinib	enhances	torasemide	2C8
lapatinib	enhances	tucatinib	2C8
lesinurad	enhances	abemaciclib	3A457
lesinurad	enhances	abiraterone	3A457
lesinurad	enhances	acalabrutinib	3A457
lesinurad	enhances	alectinib	3A457
lesinurad	enhances	alfentanil	3A457
lesinurad	enhances	alprazolam	3A457
lesinurad	enhances	amitriptyline	3A457
lesinurad	enhances	amlodipine	3A457
lesinurad	enhances	apixaban	3A457
lesinurad	enhances	aprepitant	3A457
lesinurad	enhances	aripiprazole	3A457
lesinurad	enhances	astemizole	3A457
lesinurad	enhances	atorvastatin	3A457
lesinurad	enhances	avanafil	3A457
lesinurad	enhances	axitinib	3A457
lesinurad	enhances	boceprevir	3A457
lesinurad	enhances	bosutinib	3A457
lesinurad	enhances	brexpiprazole	3A457
lesinurad	enhances	brigatinib	3A457
lesinurad	enhances	buspirone	3A457
lesinurad	enhances	caffeine	3A457
lesinurad	enhances	carbamazepine	3A457
lesinurad	enhances	cariprazine	3A457
lesinurad	enhances	ceritinib	3A457
lesinurad	enhances	cerivastatin	3A457
lesinurad	enhances	chlorpheniramine	3A457
lesinurad	enhances	cilostazol	3A457
lesinurad	enhances	cisapride	3A457
lesinurad	enhances	citalopram	3A457
lesinurad	enhances	clarithromycin	3A457
lesinurad	enhances	clobazam	3A457
lesinurad	enhances	clopidogrel	3A457
lesinurad	enhances	cobimetinib	3A457
lesinurad	enhances	cocaine	3A457
lesinurad	enhances	codeine	3A457
lesinurad	enhances	colchicine	3A457
lesinurad	enhances	copanlisib	3A457
lesinurad	enhances	crizotinib	3A457
lesinurad	enhances	cyclosporine	3A457
lesinurad	enhances	dabrafenib	3A457
lesinurad	enhances	daclatasvir	3A457
lesinurad	enhances	dapsone	3A457
lesinurad	enhances	deflazacort	3A457
lesinurad	enhances	dexamethasone	3A457
lesinurad	enhances	dextromethorphan	3A457
lesinurad	enhances	diazepam	3A457
lesinurad	enhances	diltiazem	3A457
lesinurad	enhances	docetaxel	3A457
lesinurad	enhances	dolutegravir	3A457
lesinurad	enhances	domperidone	3A457
lesinurad	enhances	doxepin	3A457
lesinurad	enhances	elagolix	3A457
lesinurad	enhances	elbasvir	3A457
lesinurad	enhances	eliglustat	3A457
lesinurad	enhances	enzalutamide	3A457
lesinurad	enhances	eplerenone	3A457
lesinurad	enhances	ergotamine	3A457
lesinurad	enhances	erythromycin	3A457
lesinurad	enhances	escitalopram	3A457
lesinurad	enhances	esomeprazole	3A457
lesinurad	enhances	estradiol	3A457
lesinurad	enhances	felodipine	3A457
lesinurad	enhances	fentanyl	3A457
lesinurad	enhances	finasteride	3A457
lesinurad	enhances	flibanserin	3A457
lesinurad	enhances	haloperidol	3A457
lesinurad	enhances	hydrocortisone	3A457
lesinurad	enhances	ibrutinib	3A457
lesinurad	enhances	idelalisib	3A457
lesinurad	enhances	imatinib	3A457
lesinurad	enhances	indacaterol	3A457
lesinurad	enhances	indinavir	3A457
lesinurad	enhances	irinotecan	3A457
lesinurad	enhances	isavuconazole	3A457
lesinurad	enhances	ivabradine	3A457
lesinurad	enhances	ivacaftor	3A457
lesinurad	enhances	lansoprazole	3A457
lesinurad	enhances	lenvatinib	3A457
lesinurad	enhances	lercanidipine	3A457
lesinurad	enhances	levacetylmethadol	3A457
lesinurad	enhances	lidocaine	3A457
lesinurad	enhances	linagliptin	3A457
lesinurad	enhances	lovastatin	3A457
lesinurad	enhances	macitentan	3A457
lesinurad	enhances	methadone	3A457
lesinurad	enhances	midazolam	3A457
lesinurad	enhances	naldemedine	3A457
lesinurad	enhances	naloxegol	3A457
lesinurad	enhances	nateglinide	3A457
lesinurad	enhances	nelfinavir	3A457
lesinurad	enhances	neratinib	3A457
lesinurad	enhances	nevirapine	3A457
lesinurad	enhances	nifedipine	3A457
lesinurad	enhances	nisoldipine	3A457
lesinurad	enhances	nitrendipine	3A457
lesinurad	enhances	olaparib	3A457
lesinurad	enhances	omeprazole	3A457
lesinurad	enhances	ondansetron	3A457
lesinurad	enhances	osimertinib	3A457
lesinurad	enhances	ospemifene	3A457
lesinurad	enhances	paclitaxel	3A457
lesinurad	enhances	palbociclib	3A457
lesinurad	enhances	palonosetron	3A457
lesinurad	enhances	panobinostat	3A457
lesinurad	enhances	pantoprazole	3A457
lesinurad	enhances	perampanel	3A457
lesinurad	enhances	pimavanserin	3A457
lesinurad	enhances	pimozide	3A457
lesinurad	enhances	pomalidomide	3A457
lesinurad	enhances	ponatinib	3A457
lesinurad	enhances	progesterone	3A457
lesinurad	enhances	propranolol	3A457
lesinurad	enhances	quetiapine	3A457
lesinurad	enhances	quinidine	3A457
lesinurad	enhances	quinine	3A457
lesinurad	enhances	regorafenib	3A457
lesinurad	enhances	ribociclib	3A457
lesinurad	enhances	rilpivirine	3A457
lesinurad	enhances	risperidone	3A457
lesinurad	enhances	ritonavir	3A457
lesinurad	enhances	rivaroxaban	3A457
lesinurad	enhances	roflumilast	3A457
lesinurad	enhances	rolapitant	3A457
lesinurad	enhances	romidepsin	3A457
lesinurad	enhances	rucaparib	3A457
lesinurad	enhances	ruxolitinib	3A457
lesinurad	enhances	salmeterol	3A457
lesinurad	enhances	saquinavir	3A457
lesinurad	enhances	selexipag	3A457
lesinurad	enhances	sildenafil	3A457
lesinurad	enhances	simeprevir	3A457
lesinurad	enhances	simvastatin	3A457
lesinurad	enhances	sirolimus	3A457
lesinurad	enhances	sonidegib	3A457
lesinurad	enhances	sorafenib	3A457
lesinurad	enhances	sunitinib	3A457
lesinurad	enhances	suvorexant	3A457
lesinurad	enhances	tacrolimus	3A457
lesinurad	enhances	tadalafil	3A457
lesinurad	enhances	tamoxifen	3A457
lesinurad	enhances	tasimelteon	3A457
lesinurad	enhances	telaprevir	3A457
lesinurad	enhances	telithromycin	3A457
lesinurad	enhances	temsirolimus	3A457
lesinurad	enhances	terfenadine	3A457
lesinurad	enhances	testosterone	3A457
lesinurad	enhances	ticagrelor	3A457
lesinurad	enhances	tofacitinib	3A457
lesinurad	enhances	tolvaptan	3A457
lesinurad	enhances	tramadol	3A457
lesinurad	enhances	trazodone	3A457
lesinurad	enhances	triazolam	3A457
lesinurad	enhances	valbenazine	3A457
lesinurad	enhances	vandetanib	3A457
lesinurad	enhances	vardenafil	3A457
lesinurad	enhances	velpatasvir	3A457
lesinurad	enhances	vemurafenib	3A457
lesinurad	enhances	venetoclax	3A457
lesinurad	enhances	venlafaxine	3A457
lesinurad	enhances	verapamil	3A457
lesinurad	enhances	vilazodone	3A457
lesinurad	enhances	vincristine	3A457
lesinurad	enhances	vorapaxar	3A457
lesinurad	enhances	voriconazole	3A457
lesinurad	enhances	zaleplon	3A457
lesinurad	enhances	ziprasidone	3A457
lesinurad	enhances	zolpidem	3A457
letermovir	enhances	abemaciclib	3A457
letermovir	enhances	abiraterone	3A457
letermovir	enhances	acalabrutinib	3A457
letermovir	enhances	alectinib	3A457
letermovir	enhances	alfentanil	3A457
letermovir	enhances	alprazolam	3A457
letermovir	enhances	amlodipine	3A457
letermovir	enhances	amodiaquine	2C8
letermovir	enhances	apixaban	3A457
letermovir	enhances	aprepitant	3A457
letermovir	enhances	aripiprazole	3A457
letermovir	enhances	astemizole	3A457
letermovir	enhances	atorvastatin	3A457
letermovir	enhances	avanafil	3A457
letermovir	enhances	axitinib	3A457
letermovir	enhances	boceprevir	3A457
letermovir	enhances	bosutinib	3A457
letermovir	enhances	brexpiprazole	3A457
letermovir	enhances	brigatinib	3A457
letermovir	enhances	buspirone	3A457
letermovir	enhances	caffeine	3A457
letermovir	enhances	carbamazepine	3A457
letermovir	enhances	cariprazine	3A457
letermovir	enhances	ceritinib	3A457
letermovir	enhances	cerivastatin	2C8,3A457
letermovir	enhances	chlorpheniramine	3A457
letermovir	enhances	cilostazol	3A457
letermovir	enhances	cisapride	3A457
letermovir	enhances	clarithromycin	3A457
letermovir	enhances	cobimetinib	3A457
letermovir	enhances	cocaine	3A457
letermovir	enhances	codeine	3A457
letermovir	enhances	colchicine	3A457
letermovir	enhances	copanlisib	3A457
letermovir	enhances	crizotinib	3A457
letermovir	enhances	cyclosporine	3A457
letermovir	enhances	dabrafenib	2C8,3A457
letermovir	enhances	daclatasvir	3A457
letermovir	enhances	dapsone	3A457
letermovir	enhances	deflazacort	3A457
letermovir	enhances	dexamethasone	3A457
letermovir	enhances	dextromethorphan	3A457
letermovir	enhances	diltiazem	3A457
letermovir	enhances	docetaxel	3A457
letermovir	enhances	dolutegravir	3A457
letermovir	enhances	domperidone	3A457
letermovir	enhances	elagolix	3A457
letermovir	enhances	elbasvir	3A457
letermovir	enhances	eliglustat	3A457
letermovir	enhances	enzalutamide	2C8,3A457
letermovir	enhances	eplerenone	3A457
letermovir	enhances	ergotamine	3A457
letermovir	enhances	erythromycin	3A457
letermovir	enhances	estradiol	3A457
letermovir	enhances	felodipine	3A457
letermovir	enhances	fentanyl	3A457
letermovir	enhances	finasteride	3A457
letermovir	enhances	haloperidol	3A457
letermovir	enhances	hydrocortisone	3A457
letermovir	enhances	ibrutinib	3A457
letermovir	enhances	idelalisib	3A457
letermovir	enhances	imatinib	3A457
letermovir	enhances	indacaterol	3A457
letermovir	enhances	indinavir	3A457
letermovir	enhances	irinotecan	3A457
letermovir	enhances	isavuconazole	3A457
letermovir	enhances	ivabradine	3A457
letermovir	enhances	ivacaftor	3A457
letermovir	enhances	lenvatinib	3A457
letermovir	enhances	lercanidipine	3A457
letermovir	enhances	levacetylmethadol	3A457
letermovir	enhances	lidocaine	3A457
letermovir	enhances	linagliptin	3A457
letermovir	enhances	lovastatin	3A457
letermovir	enhances	macitentan	3A457
letermovir	enhances	midazolam	3A457
letermovir	enhances	naldemedine	3A457
letermovir	enhances	naloxegol	3A457
letermovir	enhances	neratinib	3A457
letermovir	enhances	nifedipine	3A457
letermovir	enhances	nisoldipine	3A457
letermovir	enhances	nitrendipine	3A457
letermovir	enhances	olaparib	3A457
letermovir	enhances	ondansetron	3A457
letermovir	enhances	osimertinib	3A457
letermovir	enhances	paclitaxel	2C8,3A457
letermovir	enhances	palbociclib	3A457
letermovir	enhances	palonosetron	3A457
letermovir	enhances	panobinostat	3A457
letermovir	enhances	perampanel	3A457
letermovir	enhances	pimavanserin	3A457
letermovir	enhances	pimozide	3A457
letermovir	enhances	ponatinib	2C8,3A457
letermovir	enhances	quetiapine	3A457
letermovir	enhances	quinidine	3A457
letermovir	enhances	quinine	3A457
letermovir	enhances	regorafenib	3A457
letermovir	enhances	repaglinide	2C8
letermovir	enhances	ribociclib	3A457
letermovir	enhances	rilpivirine	3A457
letermovir	enhances	risperidone	3A457
letermovir	enhances	ritonavir	3A457
letermovir	enhances	rivaroxaban	3A457
letermovir	enhances	roflumilast	3A457
letermovir	enhances	rolapitant	3A457
letermovir	enhances	romidepsin	3A457
letermovir	enhances	rucaparib	3A457
letermovir	enhances	salmeterol	3A457
letermovir	enhances	saquinavir	3A457
letermovir	enhances	selexipag	2C8,3A457
letermovir	enhances	sildenafil	3A457
letermovir	enhances	simeprevir	3A457
letermovir	enhances	simvastatin	3A457
letermovir	enhances	sirolimus	3A457
letermovir	enhances	sonidegib	3A457
letermovir	enhances	sunitinib	3A457
letermovir	enhances	tacrolimus	3A457
letermovir	enhances	tadalafil	3A457
letermovir	enhances	tasimelteon	3A457
letermovir	enhances	telaprevir	3A457
letermovir	enhances	telithromycin	3A457
letermovir	enhances	temsirolimus	3A457
letermovir	enhances	terfenadine	3A457
letermovir	enhances	testosterone	3A457
letermovir	enhances	ticagrelor	3A457
letermovir	enhances	tolvaptan	3A457
letermovir	enhances	trazodone	3A457
letermovir	enhances	triazolam	3A457
letermovir	enhances	tucatinib	2C8
letermovir	enhances	valbenazine	3A457
letermovir	enhances	vandetanib	3A457
letermovir	enhances	vardenafil	3A457
letermovir	enhances	vemurafenib	3A457
letermovir	enhances	venetoclax	3A457
letermovir	enhances	verapamil	3A457
letermovir	enhances	vincristine	3A457
letermovir	enhances	vorapaxar	3A457
letermovir	enhances	zaleplon	3A457
letermovir	enhances	ziprasidone	3A457
letermovir	enhances	zolpidem	3A457
letermovir	reduces	artemisinin	2B6
letermovir	reduces	atomoxetine	2C19
letermovir	reduces	azilsartan	2C9
letermovir	reduces	brivaracetam	2C19
letermovir	reduces	bupropion	2B6
letermovir	reduces	capecitabine	2C9
letermovir	reduces	carisoprodol	2C19
letermovir	reduces	celecoxib	2C9
letermovir	reduces	chloramphenicol	2C19
letermovir	reduces	clomipramine	2C19
letermovir	reduces	cyclophosphamide	2B6,2C19
letermovir	reduces	diclofenac	2C9
letermovir	reduces	efavirenz	2B6
letermovir	reduces	fluoxetine	2C9
letermovir	reduces	fluvastatin	2C9
letermovir	reduces	glimepiride	2C9
letermovir	reduces	glipizide	2C9
letermovir	reduces	glyburide	2C9
letermovir	reduces	hexobarbital	2C19
letermovir	reduces	ibuprofen	2C9
letermovir	reduces	ifosfamide	2B6
letermovir	reduces	imipramine	2C19
letermovir	reduces	indometacin	2C19
letermovir	reduces	irbesartan	2C9
letermovir	reduces	ketamine	2B6
letermovir	reduces	labetalol	2C19
letermovir	reduces	lesinurad	2C9
letermovir	reduces	lornoxicam	2C9
letermovir	reduces	losartan	2C9
letermovir	reduces	meloxicam	2C9
letermovir	reduces	meperidine	2B6
letermovir	reduces	mephenytoin	2C19
letermovir	reduces	methylphenobarbital	2C19
letermovir	reduces	moclobemide	2C19
letermovir	reduces	naproxen	2C9
letermovir	reduces	nilutamide	2C19
letermovir	reduces	phenobarbital	2C19
letermovir	reduces	phenytoin	2C19,2C9
letermovir	reduces	piroxicam	2C9
letermovir	reduces	primidone	2C19
letermovir	reduces	proguanil	2C19
letermovir	reduces	propofol	2B6
letermovir	reduces	rosiglitazone	2C9
letermovir	reduces	selegiline	2B6
letermovir	reduces	suprofen	2C9
letermovir	reduces	teniposide	2C19
letermovir	reduces	tolbutamide	2C9
letermovir	reduces	valproate	2C9
letermovir	reduces	warfarin	2C19,2C9
letermovir	reduces	zafirlukast	2C9
levomepromazine	enhances	alprenolol	2D6
levomepromazine	enhances	amfetamine	2D6
levomepromazine	enhances	amitriptyline	2D6
levomepromazine	enhances	aripiprazole	2D6
levomepromazine	enhances	atomoxetine	2D6
levomepromazine	enhances	brexpiprazole	2D6
levomepromazine	enhances	cariprazine	2D6
levomepromazine	enhances	carvedilol	2D6
levomepromazine	enhances	chlorpheniramine	2D6
levomepromazine	enhances	chlorpromazine	2D6
levomepromazine	enhances	citalopram	2D6
levomepromazine	enhances	clomipramine	2D6
levomepromazine	enhances	clonidine	2D6
levomepromazine	enhances	codeine	2D6
levomepromazine	enhances	debrisoquine	2D6
levomepromazine	enhances	desipramine	2D6
levomepromazine	enhances	dexfenfluramine	2D6
levomepromazine	enhances	dextromethorphan	2D6
levomepromazine	enhances	donepezil	2D6
levomepromazine	enhances	doxepin	2D6
levomepromazine	enhances	duloxetine	2D6
levomepromazine	enhances	eliglustat	2D6
levomepromazine	enhances	encainide	2D6
levomepromazine	enhances	escitalopram	2D6
levomepromazine	enhances	flecainide	2D6
levomepromazine	enhances	fluoxetine	2D6
levomepromazine	enhances	fluvoxamine	2D6
levomepromazine	enhances	haloperidol	2D6
levomepromazine	enhances	ibrutinib	2D6
levomepromazine	enhances	imipramine	2D6
levomepromazine	enhances	letermovir	2D6
levomepromazine	enhances	lidocaine	2D6
levomepromazine	enhances	metoclopramide	2D6
levomepromazine	enhances	metoprolol	2D6
levomepromazine	enhances	mexiletine	2D6
levomepromazine	enhances	minaprine	2D6
levomepromazine	enhances	nebivolol	2D6
levomepromazine	enhances	nortriptyline	2D6
levomepromazine	enhances	ondansetron	2D6
levomepromazine	enhances	oxycodone	2D6
levomepromazine	enhances	palonosetron	2D6
levomepromazine	enhances	paroxetine	2D6
levomepromazine	enhances	perhexiline	2D6
levomepromazine	enhances	perphenazine	2D6
levomepromazine	enhances	phenacetin	2D6
levomepromazine	enhances	phenformin	2D6
levomepromazine	enhances	pimavanserin	2D6
levomepromazine	enhances	pomalidomide	2D6
levomepromazine	enhances	ponatinib	2D6
levomepromazine	enhances	promethazine	2D6
levomepromazine	enhances	propafenone	2D6
levomepromazine	enhances	propranolol	2D6
levomepromazine	enhances	risperidone	2D6
levomepromazine	enhances	rucaparib	2D6
levomepromazine	enhances	sparteine	2D6
levomepromazine	enhances	tamoxifen	2D6
levomepromazine	enhances	tetrabenazine	2D6
levomepromazine	enhances	thioridazine	2D6
levomepromazine	enhances	timolol	2D6
levomepromazine	enhances	tramadol	2D6
levomepromazine	enhances	umeclidinium	2D6
levomepromazine	enhances	valbenazine	2D6
levomepromazine	enhances	venlafaxine	2D6
levomepromazine	enhances	vilazodone	2D6
levomepromazine	enhances	zuclopenthixol	2D6
lorcaserin	enhances	alprenolol	2D6
lorcaserin	enhances	amfetamine	2D6
lorcaserin	enhances	amitriptyline	2D6
lorcaserin	enhances	aripiprazole	2D6
lorcaserin	enhances	atomoxetine	2D6
lorcaserin	enhances	brexpiprazole	2D6
lorcaserin	enhances	cariprazine	2D6
lorcaserin	enhances	carvedilol	2D6
lorcaserin	enhances	chlorpheniramine	2D6
lorcaserin	enhances	chlorpromazine	2D6
lorcaserin	enhances	citalopram	2D6
lorcaserin	enhances	clomipramine	2D6
lorcaserin	enhances	clonidine	2D6
lorcaserin	enhances	codeine	2D6
lorcaserin	enhances	debrisoquine	2D6
lorcaserin	enhances	desipramine	2D6
lorcaserin	enhances	dexfenfluramine	2D6
lorcaserin	enhances	dextromethorphan	2D6
lorcaserin	enhances	donepezil	2D6
lorcaserin	enhances	doxepin	2D6
lorcaserin	enhances	duloxetine	2D6
lorcaserin	enhances	eliglustat	2D6
lorcaserin	enhances	encainide	2D6
lorcaserin	enhances	escitalopram	2D6
lorcaserin	enhances	flecainide	2D6
lorcaserin	enhances	fluoxetine	2D6
lorcaserin	enhances	fluvoxamine	2D6
lorcaserin	enhances	haloperidol	2D6
lorcaserin	enhances	ibrutinib	2D6
lorcaserin	enhances	imipramine	2D6
lorcaserin	enhances	letermovir	2D6
lorcaserin	enhances	lidocaine	2D6
lorcaserin	enhances	metoclopramide	2D6
lorcaserin	enhances	metoprolol	2D6
lorcaserin	enhances	mexiletine	2D6
lorcaserin	enhances	minaprine	2D6
lorcaserin	enhances	nebivolol	2D6
lorcaserin	enhances	nortriptyline	2D6
lorcaserin	enhances	ondansetron	2D6
lorcaserin	enhances	oxycodone	2D6
lorcaserin	enhances	palonosetron	2D6
lorcaserin	enhances	paroxetine	2D6
lorcaserin	enhances	perhexiline	2D6
lorcaserin	enhances	perphenazine	2D6
lorcaserin	enhances	phenacetin	2D6
lorcaserin	enhances	phenformin	2D6
lorcaserin	enhances	pimavanserin	2D6
lorcaserin	enhances	pomalidomide	2D6
lorcaserin	enhances	ponatinib	2D6
lorcaserin	enhances	promethazine	2D6
lorcaserin	enhances	propafenone	2D6
lorcaserin	enhances	propranolol	2D6
lorcaserin	enhances	risperidone	2D6
lorcaserin	enhances	rucaparib	2D6
lorcaserin	enhances	sparteine	2D6
lorcaserin	enhances	tamoxifen	2D6
lorcaserin	enhances	tetrabenazine	2D6
lorcaserin	enhances	thioridazine	2D6
lorcaserin	enhances	timolol	2D6
lorcaserin	enhances	tramadol	2D6
lorcaserin	enhances	umeclidinium	2D6
lorcaserin	enhances	valbenazine	2D6
lorcaserin	enhances	venlafaxine	2D6
lorcaserin	enhances	vilazodone	2D6
lorcaserin	enhances	zuclopenthixol	2D6
lorlatinib	reduces	abemaciclib	3A457
lorlatinib	reduces	abiraterone	3A457
lorlatinib	reduces	acalabrutinib	3A457
lorlatinib	reduces	alectinib	3A457
lorlatinib	reduces	alfentanil	3A457
lorlatinib	reduces	alprazolam	3A457
lorlatinib	reduces	amitriptyline	3A457
lorlatinib	reduces	amlodipine	3A457
lorlatinib	reduces	apixaban	3A457
lorlatinib	reduces	aprepitant	3A457
lorlatinib	reduces	aripiprazole	3A457
lorlatinib	reduces	astemizole	3A457
lorlatinib	reduces	atorvastatin	3A457
lorlatinib	reduces	avanafil	3A457
lorlatinib	reduces	axitinib	3A457
lorlatinib	reduces	boceprevir	3A457
lorlatinib	reduces	bosutinib	3A457
lorlatinib	reduces	brexpiprazole	3A457
lorlatinib	reduces	brigatinib	3A457
lorlatinib	reduces	buspirone	3A457
lorlatinib	reduces	caffeine	3A457
lorlatinib	reduces	carbamazepine	3A457
lorlatinib	reduces	cariprazine	3A457
lorlatinib	reduces	ceritinib	3A457
lorlatinib	reduces	cerivastatin	3A457
lorlatinib	reduces	chlorpheniramine	3A457
lorlatinib	reduces	cilostazol	3A457
lorlatinib	reduces	cisapride	3A457
lorlatinib	reduces	citalopram	3A457
lorlatinib	reduces	clarithromycin	3A457
lorlatinib	reduces	clobazam	3A457
lorlatinib	reduces	clopidogrel	3A457
lorlatinib	reduces	cobimetinib	3A457
lorlatinib	reduces	cocaine	3A457
lorlatinib	reduces	codeine	3A457
lorlatinib	reduces	colchicine	3A457
lorlatinib	reduces	copanlisib	3A457
lorlatinib	reduces	crizotinib	3A457
lorlatinib	reduces	cyclosporine	3A457
lorlatinib	reduces	dabrafenib	3A457
lorlatinib	reduces	daclatasvir	3A457
lorlatinib	reduces	dapsone	3A457
lorlatinib	reduces	deflazacort	3A457
lorlatinib	reduces	dexamethasone	3A457
lorlatinib	reduces	dextromethorphan	3A457
lorlatinib	reduces	diazepam	3A457
lorlatinib	reduces	diltiazem	3A457
lorlatinib	reduces	docetaxel	3A457
lorlatinib	reduces	dolutegravir	3A457
lorlatinib	reduces	domperidone	3A457
lorlatinib	reduces	doxepin	3A457
lorlatinib	reduces	elagolix	3A457
lorlatinib	reduces	elbasvir	3A457
lorlatinib	reduces	eliglustat	3A457
lorlatinib	reduces	enzalutamide	3A457
lorlatinib	reduces	eplerenone	3A457
lorlatinib	reduces	ergotamine	3A457
lorlatinib	reduces	erythromycin	3A457
lorlatinib	reduces	escitalopram	3A457
lorlatinib	reduces	esomeprazole	3A457
lorlatinib	reduces	estradiol	3A457
lorlatinib	reduces	felodipine	3A457
lorlatinib	reduces	fentanyl	3A457
lorlatinib	reduces	finasteride	3A457
lorlatinib	reduces	flibanserin	3A457
lorlatinib	reduces	haloperidol	3A457
lorlatinib	reduces	hydrocortisone	3A457
lorlatinib	reduces	ibrutinib	3A457
lorlatinib	reduces	idelalisib	3A457
lorlatinib	reduces	imatinib	3A457
lorlatinib	reduces	indacaterol	3A457
lorlatinib	reduces	indinavir	3A457
lorlatinib	reduces	irinotecan	3A457
lorlatinib	reduces	isavuconazole	3A457
lorlatinib	reduces	ivabradine	3A457
lorlatinib	reduces	ivacaftor	3A457
lorlatinib	reduces	lansoprazole	3A457
lorlatinib	reduces	lenvatinib	3A457
lorlatinib	reduces	lercanidipine	3A457
lorlatinib	reduces	levacetylmethadol	3A457
lorlatinib	reduces	lidocaine	3A457
lorlatinib	reduces	linagliptin	3A457
lorlatinib	reduces	lovastatin	3A457
lorlatinib	reduces	macitentan	3A457
lorlatinib	reduces	methadone	3A457
lorlatinib	reduces	midazolam	3A457
lorlatinib	reduces	naldemedine	3A457
lorlatinib	reduces	naloxegol	3A457
lorlatinib	reduces	nateglinide	3A457
