id	drug_S	action	cyp	drug_T	class	atc5_S	atc5_T
4551	efavirenz	reduces	3A457	simvastatin	B	J05AG03	C10AA01
4552	efavirenz	reduces	3A457	sirolimus	C	J05AG03	L04AA10
4555	efavirenz	reduces	3A457	sunitinib	B	J05AG03	L01XE04
4557	efavirenz	reduces	3A457	tacrolimus	C	J05AG03	L04AD02
4567	efavirenz	reduces	3A457	tolvaptan	C	J05AG03	C03XA01
4578	efavirenz	reduces	3A457	vincristine	D	J05AG03	L01CA02
5083	erythromycin	enhances	3A457	alfentanil	C	J01FA01	N01AH02
5084	erythromycin	enhances	3A457	alprazolam	C	J01FA01	N05BA12
5085	erythromycin	enhances	3A457	amitriptyline	D	J01FA01	N06AA09
5086	erythromycin	enhances	3A457	amlodipine	C	J01FA01	C08CA01
5087	erythromycin	enhances	3A457	apixaban	B	J01FA01	B01AF02
5091	erythromycin	enhances	3A457	atorvastatin	C	J01FA01	C10AA05
5103	erythromycin	enhances	3A457	cilostazol	D	J01FA01	B01AC23
5105	erythromycin	enhances	3A457	citalopram	D	J01FA01	N06AB04
5106	erythromycin	enhances	3A457	clarithromycin	D	J01FA01	J01FA09
5109	erythromycin	enhances	3A457	cocaine	D	J01FA01	N01BC01
5111	erythromycin	enhances	3A457	colchicine	C	J01FA01	M04AC01
5114	erythromycin	enhances	3A457	cyclosporine	B	J01FA01	L04AD01
5120	erythromycin	enhances	3A457	diazepam	B	J01FA01	N05BA01
5122	erythromycin	enhances	3A457	docetaxel	B	J01FA01	L01CD02
5124	erythromycin	enhances	3A457	domperidone	D	J01FA01	A03FA03
5128	erythromycin	enhances	3A457	eplerenone	C	J01FA01	C03DA04
5129	erythromycin	enhances	3A457	ergotamine	B	J01FA01	N02CA02
5130	erythromycin	enhances	3A457	escitalopram	D	J01FA01	N06AB10
5133	erythromycin	enhances	3A457	felodipine	D	J01FA01	C08CA02
5134	erythromycin	enhances	3A457	fentanyl	C	J01FA01	N01AH01
5137	erythromycin	enhances	3A457	haloperidol	D	J01FA01	N05AD01
5138	erythromycin	enhances	3A457	hydrocortisone	B	J01FA01	H02AB09
5141	erythromycin	enhances	3A457	imatinib	B	J01FA01	L01XE01
5154	erythromycin	enhances	3A457	lovastatin	C	J01FA01	C10AA02
5156	erythromycin	enhances	3A457	methadone	D	J01FA01	N07BC02
5157	erythromycin	enhances	3A457	midazolam	C	J01FA01	N05CD08
5163	erythromycin	enhances	3A457	nifedipine	C	J01FA01	C08CA05
5168	erythromycin	enhances	3A457	ondansetron	D	J01FA01	A04AA01
5171	erythromycin	enhances	3A457	paclitaxel	B	J01FA01	L01CD01
5178	erythromycin	enhances	3A457	pimozide	D	J01FA01	N05AG02
5183	erythromycin	enhances	3A457	quetiapine	D	J01FA01	N05AH04
5184	erythromycin	enhances	3A457	quinidine	D	J01FA01	C01BA01
5185	erythromycin	enhances	3A457	quinine	D	J01FA01	P01BC01
5188	erythromycin	enhances	3A457	rilpivirine	D	J01FA01	J05AG05
5189	erythromycin	enhances	3A457	risperidone	D	J01FA01	N05AX08
5190	erythromycin	enhances	3A457	ritonavir	D	J01FA01	J05AE03
5191	erythromycin	enhances	3A457	rivaroxaban	C	J01FA01	B01AF01
5192	erythromycin	enhances	3A457	roflumilast	B	J01FA01	R03DX07
5197	erythromycin	enhances	3A457	salmeterol	D	J01FA01	R03AC12
5198	erythromycin	enhances	3A457	saquinavir	D	J01FA01	J05AE01
5200	erythromycin	enhances	3A457	sildenafil	B	J01FA01	G04BE03
5202	erythromycin	enhances	3A457	simvastatin	C	J01FA01	C10AA01
5203	erythromycin	enhances	3A457	sirolimus	C	J01FA01	L04AA10
5205	erythromycin	enhances	3A457	sorafenib	D	J01FA01	L01XE05
5206	erythromycin	enhances	3A457	sunitinib	D	J01FA01	L01XE04
5208	erythromycin	enhances	3A457	tacrolimus	D	J01FA01	L04AD02
5210	erythromycin	enhances	3A457	tamoxifen	D	J01FA01	L02BA01
5212	erythromycin	enhances	3A457	telaprevir	D	J01FA01	J05AP02
5213	erythromycin	enhances	3A457	telithromycin	D	J01FA01	J01FA15
5214	erythromycin	enhances	3A457	temsirolimus	C	J01FA01	L01EG01
5219	erythromycin	enhances	3A457	tolvaptan	C	J01FA01	C03XA01
5220	erythromycin	enhances	3A457	tramadol	C	J01FA01	N02AX02
5221	erythromycin	enhances	3A457	trazodone	D	J01FA01	N06AX05
5222	erythromycin	enhances	3A457	triazolam	C	J01FA01	N05CD05
5224	erythromycin	enhances	3A457	vandetanib	D	J01FA01	L01EX04
5225	erythromycin	enhances	3A457	vardenafil	D	J01FA01	G04BE09
5229	erythromycin	enhances	3A457	venlafaxine	D	J01FA01	N06AX16
5232	erythromycin	enhances	3A457	vincristine	B	J01FA01	L01CA02
5234	erythromycin	enhances	3A457	voriconazole	D	J01FA01	J02AC03
5236	erythromycin	enhances	3A457	ziprasidone	D	J01FA01	N05AE04
5240	escitalopram	enhances	2D6	amitriptyline	D	N06AB10	N06AA09
5242	escitalopram	enhances	2D6	atomoxetine	D	N06AB10	N06BA09
5246	escitalopram	enhances	2D6	chlorpheniramine	B	N06AB10	R06AB04
5247	escitalopram	enhances	2D6	chlorpromazine	D	N06AB10	N05AA01
5248	escitalopram	enhances	2D6	citalopram	D	N06AB10	N06AB04
5249	escitalopram	enhances	2D6	clomipramine	D	N06AB10	N06AA04
5255	escitalopram	enhances	2D6	dextromethorphan	C	N06AB10	R05DA09
5256	escitalopram	enhances	2D6	donepezil	D	N06AB10	N06DA02
5258	escitalopram	enhances	2D6	duloxetine	D	N06AB10	N06AX21
5261	escitalopram	enhances	2D6	flecainide	D	N06AB10	C01BC04
5262	escitalopram	enhances	2D6	fluoxetine	D	N06AB10	N06AB03
5263	escitalopram	enhances	2D6	fluvoxamine	D	N06AB10	N06AB08
5264	escitalopram	enhances	2D6	haloperidol	D	N06AB10	N05AD01
5266	escitalopram	enhances	2D6	imipramine	D	N06AB10	N06AA02
5269	escitalopram	enhances	2D6	metoclopramide	D	N06AB10	A03FA01
5270	escitalopram	enhances	2D6	metoprolol	B	N06AB10	C07AB02
5274	escitalopram	enhances	2D6	nortriptyline	D	N06AB10	N06AA10
5275	escitalopram	enhances	2D6	ondansetron	D	N06AB10	A04AA01
5278	escitalopram	enhances	2D6	paroxetine	D	N06AB10	N06AB05
5286	escitalopram	enhances	2D6	promethazine	D	N06AB10	R06AD02
5287	escitalopram	enhances	2D6	propafenone	D	N06AB10	C01BC03
5289	escitalopram	enhances	2D6	risperidone	D	N06AB10	N05AX08
5292	escitalopram	enhances	2D6	tamoxifen	D	N06AB10	L02BA01
5293	escitalopram	enhances	2D6	tetrabenazine	D	N06AB10	N07XX06
5296	escitalopram	enhances	2D6	tramadol	D	N06AB10	N02AX02
5299	escitalopram	enhances	2D6	venlafaxine	D	N06AB10	N06AX16
5503	esomeprazole	enhances	2C19,3A457	clopidogrel	C	A02BC05	B01AC04
5542	esomeprazole	enhances	3A457	indinavir	C	A02BC05	J05AE02
5565	esomeprazole	enhances	2C19,3A457	nelfinavir	D	A02BC05	J05AE04
5597	esomeprazole	enhances	3A457	rilpivirine	D	A02BC05	J05AG05
5607	esomeprazole	enhances	3A457	saquinavir	B	A02BC05	J05AE01
5634	esomeprazole	enhances	3A457	vandetanib	D	A02BC05	L01EX04
5644	esomeprazole	enhances	2C19,3A457	voriconazole	B	A02BC05	J02AC03
5645	esomeprazole	enhances	2C19	warfarin	B	A02BC05	B01AA03
5649	estradiol	enhances	2C19	amitriptyline	B	G03CA03	N06AA09
5656	estradiol	enhances	2C19	clomipramine	B	G03CA03	N06AA04
5659	estradiol	enhances	2C19	diazepam	B	G03CA03	N05BA01
5665	estradiol	enhances	2C19	imipramine	B	G03CA03	N06AA02
5677	estradiol	enhances	2C19	phenobarbital	B	G03CA03	N03AA02
5678	estradiol	enhances	2C19	phenytoin	B	G03CA03	N03AB02
5680	estradiol	enhances	2C19	primidone	B	G03CA03	N03AA03
5690	estradiol	enhances	2C19	warfarin	B	G03CA03	B01AA03
5702	felbamate	enhances	2C19	amitriptyline	D	N03AX10	N06AA09
5703	felbamate	enhances	2C19	atomoxetine	D	N03AX10	N06BA09
5707	felbamate	enhances	2C19	citalopram	D	N03AX10	N06AB04
5708	felbamate	enhances	2C19	clobazam	C	N03AX10	N05BA09
5709	felbamate	enhances	2C19	clomipramine	D	N03AX10	N06AA04
5710	felbamate	enhances	2C19	clopidogrel	D	N03AX10	B01AC04
5714	felbamate	enhances	2C19	escitalopram	D	N03AX10	N06AB10
5718	felbamate	enhances	2C19	imipramine	D	N03AX10	N06AA02
5730	felbamate	enhances	2C19	phenobarbital	C	N03AX10	N03AA02
5731	felbamate	enhances	2C19	phenytoin	C	N03AX10	N03AB02
5740	felbamate	enhances	2C19	venlafaxine	D	N03AX10	N06AX16
5742	felbamate	enhances	2C19	voriconazole	D	N03AX10	J02AC03
5743	felbamate	enhances	2C19	warfarin	B	N03AX10	B01AA03
5749	fenofibrate	enhances	2C9	diclofenac	B	C10AB05	M01AB05
5752	fenofibrate	enhances	2C9	fluvastatin	C	C10AB05	C10AA04
5753	fenofibrate	enhances	2C9	glimepiride	B	C10AB05	A10BB12
5755	fenofibrate	enhances	2C9	glyburide	C	C10AB05	A10BB01
5777	fenofibrate	enhances	2C9	warfarin	C	C10AB05	B01AA03
5783	fluconazole	enhances	3A457	alfentanil	C	J02AC01	N01AH02
5784	fluconazole	enhances	3A457	alprazolam	B	J02AC01	N05BA12
5785	fluconazole	enhances	2C9,3A457	amitriptyline	D	J02AC01	N06AA09
5786	fluconazole	enhances	3A457	amlodipine	B	J02AC01	C08CA01
5791	fluconazole	enhances	3A457	atorvastatin	C	J02AC01	C10AA05
5802	fluconazole	enhances	3A457	carbamazepine	B	J02AC01	N03AF01
5808	fluconazole	enhances	3A457	cilostazol	D	J02AC01	B01AC23
5810	fluconazole	enhances	3A457	citalopram	D	J02AC01	N06AB04
5811	fluconazole	enhances	3A457	clarithromycin	D	J02AC01	J01FA09
5812	fluconazole	enhances	3A457	clobazam	C	J02AC01	N05BA09
5815	fluconazole	enhances	3A457	cocaine	D	J02AC01	N01BC01
5817	fluconazole	enhances	3A457	colchicine	C	J02AC01	M04AC01
5820	fluconazole	enhances	3A457	cyclosporine	B	J02AC01	L04AD01
5827	fluconazole	enhances	3A457	diazepam	D	J02AC01	N05BA01
5828	fluconazole	enhances	2C9	diclofenac	B	J02AC01	M01AB05
5830	fluconazole	enhances	3A457	docetaxel	C	J02AC01	L01CD02
5832	fluconazole	enhances	3A457	domperidone	D	J02AC01	A03FA03
5838	fluconazole	enhances	3A457	eplerenone	C	J02AC01	C03DA04
5839	fluconazole	enhances	3A457	ergotamine	B	J02AC01	N02CA02
5840	fluconazole	enhances	3A457	erythromycin	D	J02AC01	J01FA01
5841	fluconazole	enhances	3A457	escitalopram	D	J02AC01	N06AB10
5842	fluconazole	enhances	3A457	esomeprazole	B	J02AC01	A02BC05
5844	fluconazole	enhances	3A457	felodipine	B	J02AC01	C08CA02
5845	fluconazole	enhances	3A457	fentanyl	C	J02AC01	N01AH01
5848	fluconazole	enhances	2C9	fluoxetine	D	J02AC01	N06AB03
5849	fluconazole	enhances	2C9	fluvastatin	C	J02AC01	C10AA04
5850	fluconazole	enhances	2C9	glimepiride	B	J02AC01	A10BB12
5851	fluconazole	enhances	2C9	glipizide	B	J02AC01	A10BB07
5852	fluconazole	enhances	2C9	glyburide	B	J02AC01	A10BB01
5853	fluconazole	enhances	3A457	haloperidol	D	J02AC01	N05AD01
5856	fluconazole	enhances	2C9	ibuprofen	B	J02AC01	M01AE01
5861	fluconazole	enhances	2C9	irbesartan	B	J02AC01	C09CA04
5868	fluconazole	enhances	3A457	lercanidipine	B	J02AC01	C08CA13
5874	fluconazole	enhances	2C9	losartan	B	J02AC01	C09CA01
5875	fluconazole	enhances	3A457	lovastatin	C	J02AC01	C10AA02
5877	fluconazole	enhances	2C9	meloxicam	B	J02AC01	M01AC06
5878	fluconazole	enhances	3A457	methadone	D	J02AC01	N07BC02
5879	fluconazole	enhances	3A457	midazolam	C	J02AC01	N05CD08
5884	fluconazole	enhances	3A457	nelfinavir	B	J02AC01	J05AE04
5886	fluconazole	enhances	3A457	nevirapine	B	J02AC01	J05AG01
5887	fluconazole	enhances	3A457	nifedipine	B	J02AC01	C08CA05
5888	fluconazole	enhances	3A457	nisoldipine	B	J02AC01	C08CA07
5889	fluconazole	enhances	3A457	nitrendipine	B	J02AC01	C08CA08
5892	fluconazole	enhances	3A457	omeprazole	B	J02AC01	A02BC01
5893	fluconazole	enhances	3A457	ondansetron	D	J02AC01	A04AA01
5896	fluconazole	enhances	3A457	paclitaxel	B	J02AC01	L01CD01
5902	fluconazole	enhances	2C9	phenytoin	C	J02AC01	N03AB02
5904	fluconazole	enhances	3A457	pimozide	D	J02AC01	N05AG02
5910	fluconazole	enhances	3A457	quetiapine	D	J02AC01	N05AH04
5911	fluconazole	enhances	3A457	quinidine	D	J02AC01	C01BA01
5912	fluconazole	enhances	3A457	quinine	D	J02AC01	P01BC01
5915	fluconazole	enhances	3A457	rilpivirine	D	J02AC01	J05AG05
5916	fluconazole	enhances	3A457	risperidone	D	J02AC01	N05AX08
5917	fluconazole	enhances	3A457	ritonavir	D	J02AC01	J05AE03
5918	fluconazole	enhances	3A457	rivaroxaban	B	J02AC01	B01AF01
5925	fluconazole	enhances	3A457	salmeterol	D	J02AC01	R03AC12
5926	fluconazole	enhances	3A457	saquinavir	D	J02AC01	J05AE01
5928	fluconazole	enhances	3A457	sildenafil	B	J02AC01	G04BE03
5930	fluconazole	enhances	3A457	simvastatin	C	J02AC01	C10AA01
5931	fluconazole	enhances	3A457	sirolimus	D	J02AC01	L04AA10
5933	fluconazole	enhances	3A457	sorafenib	D	J02AC01	L01XE05
5934	fluconazole	enhances	3A457	sunitinib	D	J02AC01	L01XE04
5937	fluconazole	enhances	3A457	tacrolimus	D	J02AC01	L04AD02
5939	fluconazole	enhances	2C9,3A457	tamoxifen	D	J02AC01	L02BA01
5941	fluconazole	enhances	3A457	telaprevir	D	J02AC01	J05AP02
5942	fluconazole	enhances	3A457	telithromycin	D	J02AC01	J01FA15
5943	fluconazole	enhances	3A457	temsirolimus	C	J02AC01	L01EG01
5949	fluconazole	enhances	3A457	tolvaptan	C	J02AC01	C03XA01
5950	fluconazole	enhances	2C9	torasemide	D	J02AC01	C03CA04
5952	fluconazole	enhances	3A457	trazodone	D	J02AC01	N06AX05
5953	fluconazole	enhances	3A457	triazolam	C	J02AC01	N05CD05
5956	fluconazole	enhances	3A457	vandetanib	D	J02AC01	L01EX04
5957	fluconazole	enhances	3A457	vardenafil	D	J02AC01	G04BE09
5961	fluconazole	enhances	2C9,3A457	venlafaxine	D	J02AC01	N06AX16
5964	fluconazole	enhances	3A457	vincristine	B	J02AC01	L01CA02
5966	fluconazole	enhances	2C9,3A457	voriconazole	D	J02AC01	J02AC03
5967	fluconazole	enhances	2C9	warfarin	C	J02AC01	B01AA03
5970	fluconazole	enhances	3A457	ziprasidone	D	J02AC01	N05AE04
5971	fluconazole	enhances	3A457	zolpidem	B	J02AC01	N05CF02
5977	fluoxetine	enhances	3A457	alprazolam	B	N06AB03	N05BA12
5980	fluoxetine	enhances	2C19,2D6,3A457	amitriptyline	D	N06AB03	N06AA09
5984	fluoxetine	enhances	2D6,3A457	aripiprazole	D	N06AB03	N05AX12
5986	fluoxetine	enhances	2C19,2D6	atomoxetine	D	N06AB03	N06BA09
5997	fluoxetine	enhances	3A457	carbamazepine	B	N06AB03	N03AF01
6004	fluoxetine	enhances	2D6,3A457	chlorpheniramine	D	N06AB03	R06AB04
6005	fluoxetine	enhances	2D6	chlorpromazine	D	N06AB03	N05AA01
6006	fluoxetine	enhances	3A457	cilostazol	D	N06AB03	B01AC23
6008	fluoxetine	enhances	2C19,2D6,3A457	citalopram	D	N06AB03	N06AB04
6009	fluoxetine	enhances	3A457	clarithromycin	D	N06AB03	J01FA09
6011	fluoxetine	enhances	2C19,2D6	clomipramine	D	N06AB03	N06AA04
6013	fluoxetine	enhances	2C19,3A457	clopidogrel	C	N06AB03	B01AC04
6015	fluoxetine	enhances	3A457	cocaine	D	N06AB03	N01BC01
6030	fluoxetine	enhances	2D6,3A457	dextromethorphan	D	N06AB03	R05DA09
6031	fluoxetine	enhances	2C19,3A457	diazepam	C	N06AB03	N05BA01
6032	fluoxetine	enhances	3A457	diltiazem	B	N06AB03	C08DB01
6035	fluoxetine	enhances	3A457	domperidone	D	N06AB03	A03FA03
6036	fluoxetine	enhances	2D6	donepezil	D	N06AB03	N06DA02
6038	fluoxetine	enhances	2D6	duloxetine	D	N06AB03	N06AX21
6044	fluoxetine	enhances	3A457	eplerenone	C	N06AB03	C03DA04
6045	fluoxetine	enhances	3A457	ergotamine	C	N06AB03	N02CA02
6046	fluoxetine	enhances	3A457	erythromycin	D	N06AB03	J01FA01
6047	fluoxetine	enhances	2C19,2D6,3A457	escitalopram	D	N06AB03	N06AB10
6051	fluoxetine	enhances	3A457	fentanyl	D	N06AB03	N01AH01
6053	fluoxetine	enhances	2D6	flecainide	D	N06AB03	C01BC04
6055	fluoxetine	enhances	2D6	fluvoxamine	D	N06AB03	N06AB08
6056	fluoxetine	enhances	2D6,3A457	haloperidol	D	N06AB03	N05AD01
6062	fluoxetine	enhances	2C19,2D6	imipramine	D	N06AB03	N06AA02
6065	fluoxetine	enhances	2C19	indometacin	C	N06AB03	M01AB01
6081	fluoxetine	enhances	3A457	methadone	D	N06AB03	N07BC02
6083	fluoxetine	enhances	2D6	metoclopramide	D	N06AB03	A03FA01
6084	fluoxetine	enhances	2D6	metoprolol	D	N06AB03	C07AB02
6086	fluoxetine	enhances	3A457	midazolam	B	N06AB03	N05CD08
6092	fluoxetine	enhances	2D6	nebivolol	D	N06AB03	C07AB12
6093	fluoxetine	enhances	2C19,3A457	nelfinavir	B	N06AB03	J05AE04
6096	fluoxetine	enhances	3A457	nifedipine	B	N06AB03	C08CA05
6100	fluoxetine	enhances	2D6	nortriptyline	D	N06AB03	N06AA10
6103	fluoxetine	enhances	2D6,3A457	ondansetron	D	N06AB03	A04AA01
6112	fluoxetine	enhances	2D6	paroxetine	D	N06AB03	N06AB05
6115	fluoxetine	enhances	2D6	perphenazine	B	N06AB03	N05AB03
6119	fluoxetine	enhances	2C19	phenytoin	C	N06AB03	N03AB02
6121	fluoxetine	enhances	3A457	pimozide	D	N06AB03	N05AG02
6127	fluoxetine	enhances	2D6	promethazine	D	N06AB03	R06AD02
6128	fluoxetine	enhances	2D6	propafenone	D	N06AB03	C01BC03
6129	fluoxetine	enhances	2C19,2D6,3A457	propranolol	D	N06AB03	C07AA05
6130	fluoxetine	enhances	3A457	quetiapine	D	N06AB03	N05AH04
6131	fluoxetine	enhances	3A457	quinidine	D	N06AB03	C01BA01
6132	fluoxetine	enhances	3A457	quinine	D	N06AB03	P01BC01
6135	fluoxetine	enhances	3A457	rilpivirine	D	N06AB03	J05AG05
6136	fluoxetine	enhances	2D6,3A457	risperidone	D	N06AB03	N05AX08
6137	fluoxetine	enhances	3A457	ritonavir	D	N06AB03	J05AE03
6144	fluoxetine	enhances	3A457	salmeterol	D	N06AB03	R03AC12
6145	fluoxetine	enhances	3A457	saquinavir	D	N06AB03	J05AE01
6152	fluoxetine	enhances	3A457	sorafenib	D	N06AB03	L01XE05
6154	fluoxetine	enhances	3A457	sunitinib	D	N06AB03	L01XE04
6156	fluoxetine	enhances	3A457	tacrolimus	D	N06AB03	L04AD02
6158	fluoxetine	enhances	2D6,3A457	tamoxifen	D	N06AB03	L02BA01
6160	fluoxetine	enhances	3A457	telaprevir	D	N06AB03	J05AP02
6161	fluoxetine	enhances	3A457	telithromycin	D	N06AB03	J01FA15
6166	fluoxetine	enhances	2D6	tetrabenazine	D	N06AB03	N07XX06
6172	fluoxetine	enhances	2D6,3A457	tramadol	D	N06AB03	N02AX02
6173	fluoxetine	enhances	3A457	trazodone	D	N06AB03	N06AX05
6174	fluoxetine	enhances	3A457	triazolam	B	N06AB03	N05CD05
6177	fluoxetine	enhances	3A457	vandetanib	D	N06AB03	L01EX04
6178	fluoxetine	enhances	3A457	vardenafil	D	N06AB03	G04BE09
6182	fluoxetine	enhances	2C19,2D6,3A457	venlafaxine	D	N06AB03	N06AX16
6187	fluoxetine	enhances	2C19,3A457	voriconazole	D	N06AB03	J02AC03
6188	fluoxetine	enhances	2C19	warfarin	B	N06AB03	B01AA03
6190	fluoxetine	enhances	3A457	ziprasidone	D	N06AB03	N05AE04
6191	fluoxetine	enhances	3A457	zolpidem	B	N06AB03	N05CF02
6192	fluoxetine	enhances	2D6	zuclopenthixol	B	N06AB03	N05AF05
6198	fluvastatin	enhances	2C9	diclofenac	B	C10AA04	M01AB05
6210	fluvastatin	enhances	2C9	naproxen	C	C10AA04	M01AE02
6214	fluvastatin	enhances	2C9	phenytoin	B	C10AA04	N03AB02
6225	fluvastatin	enhances	2C9	warfarin	B	C10AA04	B01AA03
6233	fluvoxamine	enhances	3A457	alprazolam	B	N06AB08	N05BA12
6234	fluvoxamine	enhances	1A2,2C19,2C9,3A457	amitriptyline	B	N06AB08	N06AA09
6254	fluvoxamine	enhances	3A457	carbamazepine	B	N06AB08	N03AF01
6257	fluvoxamine	enhances	2C9	celecoxib	C	N06AB08	M01AH01
6261	fluvoxamine	enhances	3A457	chlorpheniramine	B	N06AB08	R06AB04
6264	fluvoxamine	enhances	2C19,3A457	citalopram	D	N06AB08	N06AB04
6266	fluvoxamine	enhances	2C19,3A457	clobazam	C	N06AB08	N05BA09
6267	fluvoxamine	enhances	1A2,2C19	clomipramine	B	N06AB08	N06AA04
6268	fluvoxamine	enhances	2C19,2C9,3A457	clopidogrel	C	N06AB08	B01AC04
6269	fluvoxamine	enhances	1A2	clozapine	D	N06AB08	N05AH02
6278	fluvoxamine	enhances	3A457	cyclosporine	B	N06AB08	L04AD01
6285	fluvoxamine	enhances	2C19,3A457	diazepam	D	N06AB08	N05BA01
6286	fluvoxamine	enhances	2C9	diclofenac	C	N06AB08	M01AB05
6287	fluvoxamine	enhances	3A457	diltiazem	B	N06AB08	C08DB01
6288	fluvoxamine	enhances	3A457	docetaxel	B	N06AB08	L01CD02
6292	fluvoxamine	enhances	1A2	duloxetine	D	N06AB08	N06AX21
6298	fluvoxamine	enhances	3A457	ergotamine	B	N06AB08	N02CA02
6300	fluvoxamine	enhances	2C19,3A457	escitalopram	D	N06AB08	N06AB10
6304	fluvoxamine	enhances	3A457	fentanyl	D	N06AB08	N01AH01
6307	fluvoxamine	enhances	2C9	fluoxetine	D	N06AB08	N06AB03
6309	fluvoxamine	enhances	2C9	glimepiride	B	N06AB08	A10BB12
6310	fluvoxamine	enhances	2C9	glipizide	B	N06AB08	A10BB07
6311	fluvoxamine	enhances	2C9	glyburide	B	N06AB08	A10BB01
6312	fluvoxamine	enhances	1A2,3A457	haloperidol	B	N06AB08	N05AD01
6316	fluvoxamine	enhances	2C9	ibuprofen	C	N06AB08	M01AE01
6318	fluvoxamine	enhances	3A457	imatinib	B	N06AB08	L01XE01
6319	fluvoxamine	enhances	1A2,2C19	imipramine	B	N06AB08	N06AA02
6322	fluvoxamine	enhances	2C19	indometacin	C	N06AB08	M01AB01
6336	fluvoxamine	enhances	2C9	lornoxicam	C	N06AB08	M01AC05
6340	fluvoxamine	enhances	2C9	meloxicam	C	N06AB08	M01AC06
6342	fluvoxamine	enhances	3A457	methadone	C	N06AB08	N07BC02
6345	fluvoxamine	enhances	3A457	midazolam	B	N06AB08	N05CD08
6347	fluvoxamine	enhances	1A2	nabumetone	C	N06AB08	M01AX01
6350	fluvoxamine	enhances	1A2,2C9	naproxen	C	N06AB08	M01AE02
6359	fluvoxamine	enhances	1A2	olanzapine	C	N06AB08	N05AH03
6366	fluvoxamine	enhances	3A457	paclitaxel	C	N06AB08	L01CD01
6374	fluvoxamine	enhances	2C19,2C9	phenytoin	C	N06AB08	N03AB02
6378	fluvoxamine	enhances	2C9	piroxicam	C	N06AB08	M01AC01
6384	fluvoxamine	enhances	1A2,2C19,3A457	propranolol	B	N06AB08	C07AA05
6386	fluvoxamine	enhances	3A457	quinidine	C	N06AB08	C01BA01
6395	fluvoxamine	enhances	1A2,3A457	roflumilast	B	N06AB08	R03DX07
6398	fluvoxamine	enhances	1A2	ropivacaine	D	N06AB08	N01BB09
6425	fluvoxamine	enhances	1A2	theophylline	D	N06AB08	R03DA04
6427	fluvoxamine	enhances	1A2	tizanidine	D	N06AB08	M03BX02
6432	fluvoxamine	enhances	3A457	tramadol	D	N06AB08	N02AX02
6435	fluvoxamine	enhances	3A457	triazolam	B	N06AB08	N05CD05
6446	fluvoxamine	enhances	3A457	vincristine	B	N06AB08	L01CA02
6449	fluvoxamine	enhances	1A2,2C19,2C9	warfarin	C	N06AB08	B01AA03
6454	fluvoxamine	enhances	1A2	zolmitriptan	D	N06AB08	N02CC03
6461	gemfibrozil	enhances	2C8	paclitaxel	C	C10AB04	L01CD01
6463	gemfibrozil	enhances	2C8	repaglinide	D	C10AB04	A10BX02
6489	gestodene	enhances	3A457	carbamazepine	C	G03AA10	N03AF01
6559	gestodene	enhances	3A457	nevirapine	C	G03AA10	J05AG01
6869	haloperidol	enhances	2D6	amitriptyline	D	N05AD01	N06AA09
6871	haloperidol	enhances	2D6	atomoxetine	D	N05AD01	N06BA09
6875	haloperidol	enhances	2D6	chlorpheniramine	B	N05AD01	R06AB04
6876	haloperidol	enhances	2D6	chlorpromazine	D	N05AD01	N05AA01
6877	haloperidol	enhances	2D6	citalopram	D	N05AD01	N06AB04
6878	haloperidol	enhances	2D6	clomipramine	D	N05AD01	N06AA04
6884	haloperidol	enhances	2D6	dextromethorphan	B	N05AD01	R05DA09
6885	haloperidol	enhances	2D6	donepezil	D	N05AD01	N06DA02
6890	haloperidol	enhances	2D6	escitalopram	D	N05AD01	N06AB10
6891	haloperidol	enhances	2D6	flecainide	D	N05AD01	C01BC04
6892	haloperidol	enhances	2D6	fluoxetine	D	N05AD01	N06AB03
6893	haloperidol	enhances	2D6	fluvoxamine	B	N05AD01	N06AB08
6895	haloperidol	enhances	2D6	imipramine	D	N05AD01	N06AA02
6898	haloperidol	enhances	2D6	metoclopramide	D	N05AD01	A03FA01
6903	haloperidol	enhances	2D6	nortriptyline	D	N05AD01	N06AA10
6904	haloperidol	enhances	2D6	ondansetron	D	N05AD01	A04AA01
6907	haloperidol	enhances	2D6	paroxetine	D	N05AD01	N06AB05
6915	haloperidol	enhances	2D6	promethazine	D	N05AD01	R06AD02
6916	haloperidol	enhances	2D6	propafenone	D	N05AD01	C01BC03
6917	haloperidol	enhances	2D6	propranolol	C	N05AD01	C07AA05
6918	haloperidol	enhances	2D6	risperidone	D	N05AD01	N05AX08
6921	haloperidol	enhances	2D6	tamoxifen	D	N05AD01	L02BA01
6922	haloperidol	enhances	2D6	tetrabenazine	D	N05AD01	N07XX06
6925	haloperidol	enhances	2D6	tramadol	D	N05AD01	N02AX02
6928	haloperidol	enhances	2D6	venlafaxine	D	N05AD01	N06AX16
6933	hydroxyzine	enhances	2D6	amitriptyline	D	N05BB01	N06AA09
6935	hydroxyzine	enhances	2D6	atomoxetine	D	N05BB01	N06BA09
6940	hydroxyzine	enhances	2D6	chlorpromazine	D	N05BB01	N05AA01
6941	hydroxyzine	enhances	2D6	citalopram	D	N05BB01	N06AB04
6942	hydroxyzine	enhances	2D6	clomipramine	D	N05BB01	N06AA04
6949	hydroxyzine	enhances	2D6	donepezil	D	N05BB01	N06DA02
6954	hydroxyzine	enhances	2D6	escitalopram	D	N05BB01	N06AB10
6955	hydroxyzine	enhances	2D6	flecainide	D	N05BB01	C01BC04
